CourseType,Description,Locations,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
iD Tech Camps | Weeklong,"What if your code could turn pictures of horses into zebras, tell the difference between cats and dogs, and beat world champions at chess? Step aside black magic, machine learning is here and performing tasks people used to believe were only possible in fantasy worlds. Dive into this developing field using data sets, probability, statistics and more, with tools like Python and TensorFlow (which helps computers emulate the way a brain works) to turn yesterday's dreams into reality.","['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Sacramento, CA', 'San Jose, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'La Mirada, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Rancho Palos Verdes, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Fort Collins, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Manchester, NH', 'Madison, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Austin, TX', 'San Antonio, TX', 'Richardson, TX', 'Westlake, TX', 'Williamsburg, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Milwaukee, WI', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Artificial Intelligence and Machine Learning,Coding,https://www.idtech.com/courses/artificial-intelligence-and-machine-learning
iD Tech Camps | Weeklong,"Start the week building a take-home laptop from a Raspberry Pi and other circuit boards. By day two, power up the laptop and discover the potential of the pi-top. Use the pi-topPULSE, an Amazon Web Services capable device, to create a variety of inventions—a flappy game, a song, or a lightshow. With something for everyone from tinkerers to aspiring coders, it starts here.","['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Concord, CA', 'Sacramento, CA', 'Livermore, CA', 'San Anselmo, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Rosa, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'La Mirada, CA', 'Pomona, CA', 'Pasadena, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Mission Viejo, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'San Diego, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Pittsburgh, PA', 'Bethlehem, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Westlake, TX', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Waukesha, WI', 'Milwaukee, WI', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,"Assemble, Invent, and Code Your Take-Home Laptop","Coding, Robotics",https://www.idtech.com/courses/assemble-invent-and-code-a-laptop
iD Tech Camps | Weeklong,"Learn the fundamentals of C++, one of the world's most essential programming languages, with applications spanning from system software to video games. Knowing C++ opens the door to the vast world of coding and development, no matter what you dream up. Use the industry-standard Microsoft Visual Studio Community to create impressive projects during the week.","['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Sacramento, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'New Paltz, NY', 'Davidson, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Fort Worth, TX', 'Austin, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Code Apps with C++,Coding,https://www.idtech.com/courses/code-apps-with-c
iD Tech Camps | Weeklong,Learn the fundamentals of Java—one of the most relevant and long-standing programming languages in the world today. Java has dozens of uses from game development to business apps. Get a head start on prep for the AP Computer Science Exam and build a resume colleges will fight over. It all starts with building your own Java application.,"['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Concord, CA', 'Sacramento, CA', 'Livermore, CA', 'San Jose, CA', 'San Anselmo, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Rosa, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'Pasadena, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Rancho Palos Verdes, CA', 'Mission Viejo, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'San Diego, CA', 'Fort Collins, CO', 'Highlands Ranch, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Westlake, TX', 'Burlington, VT', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Waukesha, WI', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Code Apps with Java,Coding,https://www.idtech.com/courses/code-apps-with-java
iD Tech Camps | Weeklong,"Create games and discover the intersection of coding and visual arts! You'll learn Java, one of the world's most widely used and indispensable programming languages, and use the Processing library to add graphics to your own arcade games. Dive into the art of game creation and build a portfolio colleges will notice.","['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Concord, CA', 'Sacramento, CA', 'Livermore, CA', 'San Jose, CA', 'San Anselmo, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Rosa, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'Pasadena, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Rancho Palos Verdes, CA', 'Mission Viejo, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'San Diego, CA', 'Fort Collins, CO', 'Highlands Ranch, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Westlake, TX', 'Burlington, VT', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Waukesha, WI', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Code and Develop Games with Java,"Coding, Game Development",https://www.idtech.com/courses/code-and-develop-games-with-java
iD Tech Camps | Weeklong,"Build a foundation of computational thinking by playing logic games and building simple assembly programs. Use that knowledge to move on to object-oriented programming with C++. Come away with a thorough understanding of computing, all it has to offer, and where to take it next. (Computer Science degree, anyone?)","['Hong Kong', 'Singapore', 'Tempe, AZ', 'Concord, CA', 'Sacramento, CA', 'Livermore, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Rosa, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Long Beach, CA', 'Mission Viejo, CA', 'Irvine, CA', 'Los Angeles, CA', 'Fort Collins, CO', 'Highlands Ranch, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Madison, NJ', 'Union, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Pittsburgh, PA', 'Bethlehem, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Westlake, TX', 'Burlington, VT', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Milwaukee, WI', 'Madison, WI']",17,13,iDTech,Beginner-Intermediate,Coding and Development 101,Coding,https://www.idtech.com/courses/coding-and-development-101
iD Tech Camps | Weeklong,"Discover the history of encryption, which dates all the way back to the time of Caesar, yet is more relevant now than ever. Code your own encrypted message creator before sending secrets back and forth between your classmates, staying one step ahead of would-be cyber attacks. Develop impressive cryptographic abilities, then learn how to encrypt data with programs and computers and see how they relate to modern cybersecurity. Like they always say: Lo cebo dy nbsxu iyeb Yfkvdsxo.","['Tempe, AZ', 'Sacramento, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Madison, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Pittsburgh, PA', 'Villanova, PA', 'West Chester, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'San Antonio, TX', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Cybersecurity and Encryption,Coding,https://www.idtech.com/courses/cybersecurity-and-encryption
iD Tech Camps | Weeklong,Take C++ game design to the next level by adding graphics to your programs. Use a graphics library to create arcade games in one of the world's most popular programming languages. Jump-start a game programming career while using the industry-standard Microsoft Visual Studio Community to create impressive projects.,"['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Sacramento, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'New Paltz, NY', 'Davidson, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Fort Worth, TX', 'Austin, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Develop and Code Games with C++,"Coding, Game Development",https://www.idtech.com/courses/develop-and-code-games-with-c
iD Tech Camps | Weeklong,"With endless ways to express creativity, YouTube is the place to bring innovative visions to life! Make vlogs, gamecasts, tutorials, and more to establish an online presence and dive into video production. Capture footage with professional equipment and use tools like Adobe Premiere and Adobe After Effects to enhance your project.","['Tempe, AZ', 'Sacramento, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'Louisville, KY', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mt Laurel, NJ', 'New York, NY', 'New York, NY', 'New York, NY', 'New Paltz, NY', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Falls Church, VA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Digital Video Production: Start a YouTube Channel,Design,https://www.idtech.com/courses/digital-video-production-start-a-youtube-channel
iD Tech Camps | Weeklong,"This summer, don't just play Fortnite—unleash the power of the game development tool used to create it. With Unreal Engine by Epic Games, you'll design your own Fortnite-inspired levels while discovering gameplay strategies, game mechanics, team-building, streaming, and level-design analysis in Fortnite. Use your new skills to build Battle Royale levels and kickstart your future as an Unreal Engine pro. Note: Fortnite does not support importing student maps in-game.","['Hong Kong', 'Tempe, AZ', 'Sacramento, CA', 'Livermore, CA', 'San Anselmo, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'La Mirada, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Long Beach, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'San Diego, CA', 'Fort Collins, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Beverly, MA', 'Cambridge, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'Queens, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Burlington, VT', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Tacoma, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Waukesha, WI', 'Milwaukee, WI', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Fortnite Camp and Unreal Engine Level Design,Game Development,https://www.idtech.com/courses/fortnite-and-unreal-engine-level-design
